school_name,latitude,longitude
White Sands Primary School,1.365557146685551,103.9609188693188
Woodgrove Primary School,1.432736207250495,103.7902303139194
Woodlands Primary School,1.436582707202003,103.791791282236
Woodlands Ring Primary School,1.434952293158581,103.7974357331442
Xinghua Primary School,1.357908935895362,103.8904728879052
Xingnan Primary School,1.342547448776947,103.6879502521022
Xinmin Primary School,1.371395489419313,103.883080767491
Xishan Primary School,1.433471869250645,103.8377553194475
Yangzheng Primary School,1.348645758409243,103.868595527042
Yew Tee Primary School,1.396766009050365,103.7509859673458
Yio Chu Kang Primary School,1.37793264345277,103.885643682171
Yishun Primary School,1.433386029756746,103.8340871159143
Yu Neng Primary School,1.333889303440688,103.9321448573552
Yuhua Primary School,1.34280230475034,103.7411057726437
Yumin Primary School,1.351291776569808,103.9504619270873
Zhangde Primary School,1.284211533353803,103.8259518756613
Zhenghua Primary School,1.379548875122303,103.7693135217514
Zhonghua Primary School,1.360203297050483,103.8697624380833
Admiralty Secondary School,1.445890689109919,103.8023981965959
Ahmad Ibrahim Secondary School,1.436059753688065,103.8297186900766
Anderson Secondary School,1.374340017011785,103.8515541070679
Anglican High School,1.331181079269668,103.9418534656311
Anglo-Chinese School (Barker Road),1.319616491513279,103.8357726899882
Anglo-Chinese School (Independent),1.303704092577828,103.7803634176709
Ang Mo Kio Secondary School,1.367337101710713,103.8421549736715
Assumption English School,1.368381606628573,103.766687526556
Bartley Secondary School,1.339954155878111,103.8828062117046
Beatty Secondary School,1.341790284928019,103.8522808423451
Bedok Green Secondary School,1.33451947288432,103.9350283833453
Bedok South Secondary School,1.325136551591829,103.9509891392604
Bedok View Secondary School,1.324157040296861,103.9437762450238
Bendemeer Secondary School,1.324611113079975,103.8609702844009
Boon Lay Secondary School,1.34272216334335,103.7018914539119
Bowen Secondary School,1.3703599443621,103.877659577677
Broadrick Secondary School,1.307050611234331,103.886917922608
Bukit Batok Secondary School,1.348491110790525,103.7408737048192
Bukit Merah Secondary School,1.285692830642895,103.8134389293932
Bukit Panjang Government High School,1.382242433600432,103.7383612218687
Bukit View Secondary School,1.345733055429413,103.7522265939839
Catholic High School,1.354525170657562,103.8449008048039
Canberra Secondary School,1.453190863159718,103.8142035838178
Cedar Girls' Secondary School,1.333758002163343,103.8739330648855
Changkat Changi Secondary School,1.339506300728762,103.9532455255639
CHIJ Katong Convent,1.306442680348951,103.9171443500279
CHIJ Secondary (Toa Payoh),1.332460799483043,103.8432716250826
CHIJ St. Joseph's Convent,1.39175222260368,103.9024649915428
CHIJ St. Nicholas Girls' School,1.373476878789176,103.8342532694353
CHIJ St. Theresa's Convent,1.275351775100545,103.8224407016418
Chua Chu Kang Secondary School,1.383334226370742,103.7551032758298
Christ Church Secondary School,1.426567809014548,103.7934511052413
Chung Cheng High School (Main),1.305091547530479,103.8916532293727
Chung Cheng High School (Yishun),1.419226035861755,103.8373907828488
Clementi Town Secondary School,1.315539129450737,103.7620205985233
Commonwealth Secondary School,1.319203959348025,103.745637393049
Compassvale Secondary School,1.396140839520089,103.899847164494
Crescent Girls' School,1.293319470771038,103.8175444617547
Damai Secondary School,1.33692798510394,103.9270916534379
Deyi Secondary School,1.365997025677177,103.8525457724221
Dunearn Secondary School,1.363579007928712,103.7447210910693
Dunman High School,1.299962160149622,103.8829415598902
Dunman Secondary School,1.360652583370217,103.9562139069653
East Spring Secondary School,1.356225089925808,103.9606407002974
Edgefield Secondary School,1.400593099818258,103.9026873854646
Evergreen Secondary School,1.441491312737382,103.794137756171
Fairfield Methodist School (Secondary),1.301633743958234,103.7840996471483
Fuhua Secondary School,1.347014089137569,103.7265208983193
Gan Eng Seng School,1.285595164949621,103.8155474100632
Geylang Methodist School (Secondary),1.31764900474602,103.8826611293028
Greendale Secondary School,1.396960199368946,103.9117001408394
Greenridge Secondary School,1.375600053443009,103.7639989140813
Guangyang Secondary School,1.344409435256954,103.8502121630782
Hai Sing Catholic School,1.369330556966364,103.9627629427641
Hillgrove Secondary School,1.352735766159136,103.7529864883989
Holy Innocents' High School,1.371545088222631,103.8963988142639
Hougang Secondary School,1.377628795531905,103.8825391089642
Hua Yi Secondary School,1.352343654883408,103.7218323201689
Hwa Chong Institution,1.324947792871904,103.8057043614718
Junyuan Secondary School,1.353613152635378,103.9338861658239
Jurong Secondary School,1.33002032220943,103.7239529616472
Jurong West Secondary School,1.335256346883231,103.7020989044422
Jurongville Secondary School,1.351288627702855,103.7289077100888
Juying Secondary School,1.338722773413297,103.6873102645743
Kent Ridge Secondary School,1.301227734260989,103.7648896175657
Kranji Secondary School,1.390051098713108,103.7411906648444
Kuo Chuan Presbyterian Secondary School,1.350171299303138,103.8549837464155
Loyang View Secondary School,1.366584171672383,103.9569445857245
Manjusri Secondary School,1.32747123084847,103.9017199638308
Maris Stella High School,1.341394733236683,103.8778524844351
Marsiling Secondary School,1.436644247699553,103.7760080904535
Mayflower Secondary School,1.368272662097225,103.8353607268625
Meridian Secondary School,1.367246849201311,103.9489724836285
Methodist Girls' School (Secondary),1.35096755912522,103.8851200505879
Montfort Secondary School,1.373961316569128,103.8889283725771
Nan Chiau High School,1.388795824983993,103.8900044237636
Nan Hua High School,1.308095295186052,103.7685614467247
Nanyang Girls' High School,1.330583266664794,103.8024209799424
Naval Base Secondary School,1.419378816204425,103.8310503902469
New Town Secondary School,1.309775900113593,103.7731886342096
Ngee Ann Secondary School,1.354475257558064,103.9567472624953
North Vista Secondary School,1.381131285358019,103.8991888138857
Northbrooks Secondary School,1.420812850206535,103.8451473325277
Northland Secondary School,1.435801833626377,103.8401046877841
NUS High School of Math and Science,1.306156658594322,103.770148255807
Orchid Park Secondary School,1.415320327796348,103.8378592413427
Outram Secondary School,1.286513574647369,103.837127264403
Pasir Ris Crest Secondary School,1.372840601022477,103.9597282029184
Pasir Ris Secondary School,1.354227326533977,103.9489626262035
Paya Lebar Methodist Girls' School (Secondary),1.35096755912522,103.8851200505879
Pei Hwa Secondary School,1.390375049932347,103.8784617453386
Peicai Secondary School,1.359515832222158,103.8700107490543
Peirce Secondary School,1.366659446538121,103.83021606804
Presbyterian High School,1.382011942502223,103.8431493828232
Punggol Secondary School,1.402057384213998,103.9092137064815
Queenstown Secondary School,1.293521267746537,103.8131909800548
Queensway Secondary School,1.300222715921892,103.8022072916252
Raffles Girls' School (Secondary),1.342174799322947,103.8431340472698
Raffles Institution,1.293732071662947,103.8523176056685
Regent Secondary School,1.393279083356832,103.7510344115285
Riverside Secondary School,1.441101571391271,103.7883082364092
River Valley High School,1.344078011497243,103.7090221564361
St Andrew's School (Secondary),1.330693609680754,103.8662491385613
St. Patrick's School,1.307883418718001,103.9176381937125
"School of Science and Technology, Singapore",1.312928106002766,103.7740115293219
School of the Arts (SOTA),1.299364804113185,103.8486874193626
Sembawang Secondary School,1.445315021313872,103.8168432581173
Sengkang Secondary School,1.386521291348487,103.8983655492354
Serangoon Garden Secondary School,1.369325704909471,103.8692703014753
Serangoon Secondary School,1.374655388274423,103.902138740699
Singapore Chinese Girls' School,1.302399157197161,103.8390559049848
Singapore Sports School,1.426411405563434,103.7894447939508
Springfield Secondary School,1.349573034714754,103.9303544606924
St. Anthony's Canossian Secondary School,1.334663134988562,103.9419771669314
St. Gabriel's Secondary School,1.346487987321781,103.876094163287
St. Hilda's Secondary School,1.349739223853801,103.9376080321475
St. Margaret's Secondary School,1.320068213633615,103.8099511400599
St. Joseph's Institution,1.297257598539885,103.8510235803884
Swiss Cottage Secondary School,1.364717426974759,103.750396136688
Tampines Secondary School,1.34926094811197,103.9442637095066
Tanjong Katong Girls' School,1.308212746272852,103.8958200942289
Tanjong Katong Secondary School,1.308735159553417,103.8972251961986
Temasek Secondary School,1.315916731506153,103.9475641120216
Unity Secondary School,1.400015241194411,103.7460209148292
Victoria School,1.308713027075099,103.9279809666388
West Spring Secondary School,1.387822833037825,103.7601288401548
Westwood Secondary School,1.353736985109939,103.7017721021389
Whitley Secondary School,1.355052084806503,103.8425523781361
Woodgrove Secondary School,1.428318281370131,103.7960475853894
Woodlands Ring Secondary School,1.43070452883799,103.7776257485383
Woodlands Secondary School,1.439121223055122,103.7745864105408
Xinmin Secondary School,1.372558847000039,103.8830516138498
Yio Chu Kang Secondary School,1.377975977409265,103.8421369635195
Yishun Secondary School,1.428133242760868,103.8287643166788
Yishun Town Secondary School,1.432321567173857,103.8380942263609
Yuan Ching Secondary School,1.342006357644682,103.7208987043702
Yuhua Secondary School,1.347186268769677,103.7226872358383
Yusof Ishak Secondary School,1.406937024581786,103.8962751495709
Yuying Secondary School,1.35713595302468,103.8901947552866
Zhenghua Secondary School,1.388365834153536,103.7655106385263
Zhonghua Secondary School,1.348407208462093,103.869430481414
Crest Secondary School,1.343119804507612,103.742628105304
Spectra Secondary School,1.4370375078996,103.8041004674866
NorthLight School,1.319100215816715,103.8557595535299
Pathlight School,1.359326505253621,103.8543044741317
Assumption Pathway School,1.369670704322713,103.7659591305809
Institute of Technical Education (Central),1.377892048699013,103.8564119820287
Institute of Technical Education (East),1.334386914252395,103.955050784776
Institute of Technical Education (West),1.37527500765097,103.7524074814656
Anderson Serangoon Junior College,1.365043420024426,103.8870388093729
Anglo-Chinese Junior College,1.303042551933919,103.7853584364079
Catholic Junior College,1.324556057832193,103.8350288423532
Eunoia Junior College,1.362137571835474,103.8412861691214
Hwa Chong Institution,1.324947792871904,103.8057043614718
Jurong Pioneer Junior College,1.384374064107325,103.7543746151894
Millennia Institute,1.350319392009867,103.7415935776833
Nanyang Junior College,1.35028314949236,103.8664987219115
National Junior College,1.330292910721726,103.804110905425
NUS High School of Mathematics and Science,1.306006780962482,103.7701528077369
Singapore Sports School,1.426411405563434,103.7894447939508
St. Andrew's Junior College,1.333065157409554,103.8635763770552
St. Joseph's Institution,1.297257598539885,103.8510235803884
Tampines Meridian Junior College,1.376333469096834,103.9369907234404
Temasek Junior College,1.357280172558621,103.9561859363937
Victoria Junior College,1.306701741774799,103.9199827041485
Yishun Innova Junior College,1.424266925723368,103.8300317114899
Nanyang Polytechnic,1.37781903108959,103.8484234454028
Ngee Ann Polytechnic,1.332480571799783,103.7733058805283
Republic Polytechnic,1.444968165140488,103.785362406892
Singapore Polytechnic,1.293921066256936,103.7631002650159
Temasek Polytechnic,1.346633998713773,103.9312208815594
National University of Singapore,1.294201230793541,103.7710715818037
Nanyang Technological University,1.352949370203277,103.6892235086704
Singapore Management University,1.296846713984232,103.8522079431716
Singapore University of Technology and Design,1.340171636990102,103.962860116421
Singapore Institute of Technology,1.413307372328189,103.9129643979305
Singapore University of Social Sciences,1.328325919148261,103.7758052413505
